seccion	gls_seccion	division	gls_division	clase	gls_clase
C	Industrias manufactureras	30	FABRICACIÓN DE OTROS TIPOS DE EQUIPOS DE TRANSPORTE.	3091	Fabricación de motocicletas
C	Industrias manufactureras	30	FABRICACIÓN DE OTROS TIPOS DE EQUIPOS DE TRANSPORTE.	3092	Fabricación de bicicletas y de sillas de ruedas para inválidos
C	Industrias manufactureras	30	FABRICACIÓN DE OTROS TIPOS DE EQUIPOS DE TRANSPORTE.	3099	Fabricación de otros tipos de equipo de transporte n.c.p.
C	Industrias manufactureras	31	FABRICACIÓN DE MUEBLES.	3100	Fabricación de muebles
C	Industrias manufactureras	32	OTRAS INDUSTRIAS MANUFACTURERAS.	3211	Fabricación de joyas y artículos conexos
C	Industrias manufactureras	32	OTRAS INDUSTRIAS MANUFACTURERAS.	3212	Fabricación de bisutería y artículos conexos
C	Industrias manufactureras	32	OTRAS INDUSTRIAS MANUFACTURERAS.	3220	Fabricación de instrumentos musicales
C	Industrias manufactureras	32	OTRAS INDUSTRIAS MANUFACTURERAS.	3230	Fabricación de artículos de deporte
C	Industrias manufactureras	32	OTRAS INDUSTRIAS MANUFACTURERAS.	3240	Fabricación de juegos y juguetes
C	Industrias manufactureras	32	OTRAS INDUSTRIAS MANUFACTURERAS.	3250	Fabricación de instrumentos y materiales médicos y odontológicos
C	Industrias manufactureras	32	OTRAS INDUSTRIAS MANUFACTURERAS.	3290	Otras industrias manufactureras n.c.p.
C	Industrias manufactureras	33	REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO.	3311	Reparación de productos elaborados de metal
C	Industrias manufactureras	33	REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO.	3312	Reparación de maquinaria
C	Industrias manufactureras	33	REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO.	3313	Reparación de equipo electrónico y óptico
C	Industrias manufactureras	33	REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO.	3314	Reparación de equipo eléctrico
C	Industrias manufactureras	33	REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO.	3315	Reparación de equipo de transporte, excepto vehículos automotores
C	Industrias manufactureras	33	REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO.	3319	Reparación de otros tipos de equipo
C	Industrias manufactureras	33	REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO.	3320	Instalación de maquinaria y equipos industriales
D	Suministro de electricidad, gas, vapor y aire acondicionado	35	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.	3510	Generación, transmisión y distribución de energía eléctrica
D	Suministro de electricidad, gas, vapor y aire acondicionado	35	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.	3520	Fabricación de gas, distribución de combustibles gaseosos por tuberías
D	Suministro de electricidad, gas, vapor y aire acondicionado	35	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.	3530	Suministro de vapor y de aire acondicionado
E	Suministro de agua, evacuación de aguas residuales, gestión de desechos y descontaminación	36	CAPTACIÓN, TRATAMIENTO Y DISTRIBUCIÓN DE AGUA.	3600	Captación, tratamiento y distribución de agua
E	Suministro de agua, evacuación de aguas residuales, gestión de desechos y descontaminación	37	EVACUACIÓN DE AGUAS RESIDUALES.	3700	Evacuación de aguas residuales
E	Suministro de agua, evacuación de aguas residuales, gestión de desechos y descontaminación	38	RECOLECCIÓN, TRATAMIENTO Y ELIMINACIÓN DE DESECHOS, RECUPERACIÓN DE MATERIALES.	3811	Recogida de desechos no peligrosos
E	Suministro de agua, evacuación de aguas residuales, gestión de desechos y descontaminación	38	RECOLECCIÓN, TRATAMIENTO Y ELIMINACIÓN DE DESECHOS, RECUPERACIÓN DE MATERIALES.	3812	Recogida de desechos peligrosos
E	Suministro de agua, evacuación de aguas residuales, gestión de desechos y descontaminación	38	RECOLECCIÓN, TRATAMIENTO Y ELIMINACIÓN DE DESECHOS, RECUPERACIÓN DE MATERIALES.	3821	Tratamiento y eliminación de desechos no peligrosos
E	Suministro de agua, evacuación de aguas residuales, gestión de desechos y descontaminación	38	RECOLECCIÓN, TRATAMIENTO Y ELIMINACIÓN DE DESECHOS, RECUPERACIÓN DE MATERIALES.	3822	Tratamiento y eliminación de desechos peligrosos
E	Suministro de agua, evacuación de aguas residuales, gestión de desechos y descontaminación	38	RECOLECCIÓN, TRATAMIENTO Y ELIMINACIÓN DE DESECHOS, RECUPERACIÓN DE MATERIALES.	3830	Recuperación de materiales
E	Suministro de agua, evacuación de aguas residuales, gestión de desechos y descontaminación	39	ACTIVIDADES DE DESCONTAMINACIÓN Y OTROS SERVICIOS DE  GESTIÓN DE DESECHOS.	3900	Actividades de descontaminación y otros servicios de gestión de desechos
F	Construcción	41	CONSTRUCCIÓN DE EDIFICIOS.	4100	Construcción de edificios para uso residencial y no residencial
F	Construcción	42	OBRAS DE INGENIERÍA CIVIL.	4210	Construcción de carreteras y líneas de ferrocarril
F	Construcción	42	OBRAS DE INGENIERÍA CIVIL.	4220	Construcción de proyectos de servicio público
F	Construcción	42	OBRAS DE INGENIERÍA CIVIL.	4290	Construcción de otras obras de ingeniería civil
F	Construcción	43	ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN.	4311	Demolición
F	Construcción	43	ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN.	4312	Preparación del terreno
F	Construcción	43	ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN.	4321	Instalaciones eléctricas
F	Construcción	43	ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN.	4322	Instalaciones de gasfitería, calefacción y aire acondicionado
F	Construcción	43	ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN.	4329	Otras instalaciones para obras de construcción
F	Construcción	43	ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN.	4330	Terminación y acabado de edificios
F	Construcción	43	ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN.	4390	Otras actividades especializadas de construcción
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	45	COMERCIO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4510	Venta de vehículos automotores
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	45	COMERCIO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4520	Mantenimiento y reparación de vehículos automotores
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	45	COMERCIO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4530	Venta de partes, piezas y accesorios para vehículos automotores
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	45	COMERCIO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4540	Venta, mantenimiento y reparación de motocicletas y sus partes, piezas y accesorios
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4610	Venta al por mayor a cambio de una retribución o por contrata
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4620	Venta al por mayor de materias primas agropecuarias y animales vivos
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4630	Venta al por mayor de alimentos, bebidas y tabaco
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4641	Venta al por mayor de productos textiles, prendas de vestir y calzado
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4649	Venta al por mayor de otros enseres domésticos
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4651	Venta al por mayor de computadores, equipo periférico y programas informáticos
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4652	Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4653	Venta al por mayor de maquinaria, equipo y materiales agropecuarios
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4659	Venta al por mayor de otros tipos de maquinaria y equipo
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4661	Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4662	Venta al por mayor de metales y minerales metalíferos
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4663	Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de gasfitería y calefacción
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4669	Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	46	COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4690	Venta al por mayor no especializada
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4711	Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4719	Otras actividades de venta al por menor en comercios no especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4721	Venta al por menor de alimentos en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4722	Venta al por menor de bebidas en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4723	Venta al por menor de productos de tabaco en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4730	Venta al por menor de combustibles para vehículos automotores en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4741	Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecomunicaciones en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4742	Venta al por menor de equipo de sonido y de video en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4751	Venta al por menor de textiles en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4752	Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4753	Venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4759	Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4761	Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4762	Venta al por menor de grabaciones de música y de video en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4763	Venta al por menor de equipo de deporte en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4764	Venta al por menor de juegos y juguetes en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4771	Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4772	Venta al por menor de productos farmacéuticos, medicinales, cosméticos y artículos de tocador en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4773	Venta al por menor de otros productos nuevos en comercios especializados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4774	Venta al por menor de artículos de segunda mano
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4781	Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4782	Venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4789	Venta al por menor de otros productos en puestos de venta y mercados
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4791	Venta al por menor por correo y por Internet
G	Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas	47	COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.	4799	Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados
H	Transporte y almacenamiento	49	TRANSPORTE POR VÍA TERRESTRE Y POR TUBERÍAS.	4911	Transporte interurbano de pasajeros por ferrocarril
H	Transporte y almacenamiento	49	TRANSPORTE POR VÍA TERRESTRE Y POR TUBERÍAS.	4912	Transporte de carga por ferrocarril
H	Transporte y almacenamiento	49	TRANSPORTE POR VÍA TERRESTRE Y POR TUBERÍAS.	4921	Transporte urbano y suburbano de pasajeros por vía terrestre
H	Transporte y almacenamiento	49	TRANSPORTE POR VÍA TERRESTRE Y POR TUBERÍAS.	4922	Otras actividades de transporte de pasajeros por vía terrestre
H	Transporte y almacenamiento	49	TRANSPORTE POR VÍA TERRESTRE Y POR TUBERÍAS.	4923	Transporte de carga por carretera
H	Transporte y almacenamiento	49	TRANSPORTE POR VÍA TERRESTRE Y POR TUBERÍAS.	4930	Transporte por tuberías
H	Transporte y almacenamiento	50	TRANSPORTE POR VÍA ACUÁTICA.	5011	Transporte de pasajeros marítimo y de cabotaje
H	Transporte y almacenamiento	50	TRANSPORTE POR VÍA ACUÁTICA.	5012	Transporte de carga marítimo y de cabotaje
H	Transporte y almacenamiento	50	TRANSPORTE POR VÍA ACUÁTICA.	5021	Transporte de pasajeros por vías de navegación interiores
H	Transporte y almacenamiento	50	TRANSPORTE POR VÍA ACUÁTICA.	5022	Transporte de carga por vías de navegación interiores
H	Transporte y almacenamiento	51	TRANSPORTE POR VÍA AÉREA.	5110	Transporte de pasajeros por vía aérea
H	Transporte y almacenamiento	51	TRANSPORTE POR VÍA AÉREA.	5120	Transporte de carga por vía aérea
H	Transporte y almacenamiento	52	ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE.	5210	Almacenamiento y depósito
H	Transporte y almacenamiento	52	ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE.	5221	Actividades de servicios vinculadas al transporte terrestre
H	Transporte y almacenamiento	52	ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE.	5222	Actividades de servicios vinculadas al transporte acuático
H	Transporte y almacenamiento	52	ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE.	5223	Actividades de servicios vinculadas al transporte aéreo
H	Transporte y almacenamiento	52	ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE.	5224	Manipulación de la carga
H	Transporte y almacenamiento	52	ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE.	5229	Otras actividades de apoyo al transporte
H	Transporte y almacenamiento	53	ACTIVIDADES POSTALES Y DE MENSAJERÍA.	5310	Actividades postales
H	Transporte y almacenamiento	53	ACTIVIDADES POSTALES Y DE MENSAJERÍA.	5320	Actividades de mensajería
I	Actividades de alojamiento y de servicio de comidas	55	ACTIVIDADES DE ALOJAMIENTO.	5510	Actividades de alojamiento para estancias cortas
I	Actividades de alojamiento y de servicio de comidas	55	ACTIVIDADES DE ALOJAMIENTO.	5520	Actividades de campamentos, parques de vehículos de recreo y parques de caravanas
I	Actividades de alojamiento y de servicio de comidas	55	ACTIVIDADES DE ALOJAMIENTO.	5590	Otras actividades de alojamiento
I	Actividades de alojamiento y de servicio de comidas	56	SERVICIO DE ALIMENTO Y BEBIDA.	5610	Actividades de restaurantes y de servicio móvil de comidas
I	Actividades de alojamiento y de servicio de comidas	56	SERVICIO DE ALIMENTO Y BEBIDA.	5621	Suministro de comidas por encargo
I	Actividades de alojamiento y de servicio de comidas	56	SERVICIO DE ALIMENTO Y BEBIDA.	5629	Otras actividades de servicio de comidas
I	Actividades de alojamiento y de servicio de comidas	56	SERVICIO DE ALIMENTO Y BEBIDA.	5630	Actividades de servicio de bebidas
J	Información y comunicaciones	58	ACTIVIDADES DE PUBLICACIÓN.	5811	Edición de libros
J	Información y comunicaciones	58	ACTIVIDADES DE PUBLICACIÓN.	5812	Edición de directorios y listas de correo
J	Información y comunicaciones	58	ACTIVIDADES DE PUBLICACIÓN.	5813	Edición de periódicos, revistas y otras publicaciones periódicas
J	Información y comunicaciones	58	ACTIVIDADES DE PUBLICACIÓN.	5819	Otras actividades de edición
J	Información y comunicaciones	58	ACTIVIDADES DE PUBLICACIÓN.	5820	Edición de programas informáticos
J	Información y comunicaciones	59	ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA.	5911	Actividades de producción de películas cinematográficas, videos y programas de televisión
J	Información y comunicaciones	59	ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA.	5912	Actividades de postproducción de películas cinematográficas, videos y programas de televisión
J	Información y comunicaciones	59	ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA.	5913	Actividades de distribución de películas cinematográficas, videos y programas de televisión
J	Información y comunicaciones	59	ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA.	5914	Actividades de exhibición de películas cinematográficas y cintas de video
J	Información y comunicaciones	59	ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA.	5920	Actividades de grabación de sonido y edición de música
J	Información y comunicaciones	60	ACTIVIDADES DE PROGRAMACIÓN Y TRANSMISIÓN.	6010	Transmisiones de radio
J	Información y comunicaciones	60	ACTIVIDADES DE PROGRAMACIÓN Y TRANSMISIÓN.	6020	Programación y transmisiones de televisión
J	Información y comunicaciones	61	TELECOMUNICACIONES.	6110	Actividades de telecomunicaciones alámbricas
J	Información y comunicaciones	61	TELECOMUNICACIONES.	6120	Actividades de telecomunicaciones inalámbricas
J	Información y comunicaciones	61	TELECOMUNICACIONES.	6130	Actividades de telecomunicaciones por satélite
J	Información y comunicaciones	61	TELECOMUNICACIONES.	6190	Otras actividades de telecomunicaciones
J	Información y comunicaciones	62	PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS.	6201	Actividades de programación informática
J	Información y comunicaciones	62	PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS.	6202	Actividades de consultoría de informática y de gestión de instalaciones informáticas
J	Información y comunicaciones	62	PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS.	6209	Otras actividades de tecnología de la información y de servicios informáticos
J	Información y comunicaciones	63	ACTIVIDADES DE SERVICIOS DE INFORMACIÓN.	6311	Procesamiento de datos, hospedaje y actividades conexas
J	Información y comunicaciones	63	ACTIVIDADES DE SERVICIOS DE INFORMACIÓN.	6312	Portales web
J	Información y comunicaciones	63	ACTIVIDADES DE SERVICIOS DE INFORMACIÓN.	6391	Actividades de agencias de noticias
J	Información y comunicaciones	63	ACTIVIDADES DE SERVICIOS DE INFORMACIÓN.	6399	Otras actividades de servicios de información n.c.p.
K	Actividades financieras y de seguros	64	ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES.	6411	Banca central
K	Actividades financieras y de seguros	64	ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES.	6419	Otros tipos de intermediación monetaria
K	Actividades financieras y de seguros	64	ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES.	6420	Actividades de sociedades de cartera
K	Actividades financieras y de seguros	64	ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES.	6430	Fondos y sociedades de inversión y entidades financieras similares
K	Actividades financieras y de seguros	64	ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES.	6491	Leasing financiero
K	Actividades financieras y de seguros	64	ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES.	6492	Otras actividades de concesión de crédito
K	Actividades financieras y de seguros	64	ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES.	6499	Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones n.c.p.
K	Actividades financieras y de seguros	65	SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.	6511	Seguros de vida
K	Actividades financieras y de seguros	65	SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.	6512	Seguros generales
K	Actividades financieras y de seguros	65	SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.	6520	Reaseguros
K	Actividades financieras y de seguros	65	SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.	6530	Fondos de pensiones
K	Actividades financieras y de seguros	66	ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS.	6611	Administración de mercados financieros
K	Actividades financieras y de seguros	66	ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS.	6612	Corretaje de valores y de contratos de productos básicos
K	Actividades financieras y de seguros	66	ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS.	6619	Otras actividades auxiliares de las actividades de servicios financieros
K	Actividades financieras y de seguros	66	ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS.	6621	Evaluación de riesgos y daños
K	Actividades financieras y de seguros	66	ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS.	6622	Actividades de agentes y corredores de seguros
K	Actividades financieras y de seguros	66	ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS.	6629	Otras actividades auxiliares de las actividades de seguros y fondos de pensiones
K	Actividades financieras y de seguros	66	ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS.	6630	Actividades de gestión de fondos
