Seccion	Gls_Seccion	Grupo	Gls_Grupo	Clase	Gls_Clase
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	466	Otras actividades de venta al por mayor especializada	4661	Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	466	Otras actividades de venta al por mayor especializada	4662	Venta al por mayor de metales y minerales metalíferos
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	466	Otras actividades de venta al por mayor especializada	4663	Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de gasfitería y calefacción
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	466	Otras actividades de venta al por mayor especializada	4669	Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	469	Venta al por mayor no especializada	4690	Venta al por mayor no especializada
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	471	Venta al por menor en comercios no especializados	4711	Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	471	Venta al por menor en comercios no especializados	4719	Otras actividades de venta al por menor en comercios no especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	472	Venta al por menor de alimentos, bebidas y tabaco en comercios especializados	4721	Venta al por menor de alimentos en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	472	Venta al por menor de alimentos, bebidas y tabaco en comercios especializados	4722	Venta al por menor de bebidas en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	472	Venta al por menor de alimentos, bebidas y tabaco en comercios especializados	4723	Venta al por menor de productos de tabaco en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	473	Venta al por menor de combustibles para vehículos automotores en comercios especializados	4730	Venta al por menor de combustibles para vehículos automotores en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	474	Venta al por menor de equipo de información y de comunicaciones en comercios especializados	4741	Venta al por menor de computadores, equipo periférico, programas informáticos y equipo de telecomunicaciones en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	474	Venta al por menor de equipo de información y de comunicaciones en comercios especializados	4742	Venta al por menor de equipo de sonido y de video en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	475	Venta al por menor de otros enseres domésticos en comercios especializados	4751	Venta al por menor de textiles en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	475	Venta al por menor de otros enseres domésticos en comercios especializados	4752	Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	475	Venta al por menor de otros enseres domésticos en comercios especializados	4753	Venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	475	Venta al por menor de otros enseres domésticos en comercios especializados	4759	Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	476	Venta al por menor de productos culturales y recreativos en comercios especializados	4761	Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	476	Venta al por menor de productos culturales y recreativos en comercios especializados	4762	Venta al por menor de grabaciones de música y de video en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	476	Venta al por menor de productos culturales y recreativos en comercios especializados	4763	Venta al por menor de equipo de deporte en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	476	Venta al por menor de productos culturales y recreativos en comercios especializados	4764	Venta al por menor de juegos y juguetes en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	477	Venta al por menor de otros productos en comercios especializados	4771	Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	477	Venta al por menor de otros productos en comercios especializados	4772	Venta al por menor de productos farmacéuticos, medicinales, cosméticos y artículos de tocador en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	477	Venta al por menor de otros productos en comercios especializados	4773	Venta al por menor de otros productos nuevos en comercios especializados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	477	Venta al por menor de otros productos en comercios especializados	4774	Venta al por menor de artículos de segunda mano
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	478	Venta al por menor en puestos de venta y mercados	4781	Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	478	Venta al por menor en puestos de venta y mercados	4782	Venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	478	Venta al por menor en puestos de venta y mercados	4789	Venta al por menor de otros productos en puestos de venta y mercados
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	479	Venta al por menor no realizada en comercios, puestos de venta o mercados	4791	Venta al por menor por correo y por Internet
G	Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas	479	Venta al por menor no realizada en comercios, puestos de venta o mercados	4799	Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados
H	Transporte y almacenamiento	491	Transporte por ferrocarril	4911	Transporte interurbano de pasajeros por ferrocarril
H	Transporte y almacenamiento	491	Transporte por ferrocarril	4912	Transporte de carga por ferrocarril
H	Transporte y almacenamiento	492	Otras actividades de transporte por vía terrestre	4921	Transporte urbano y suburbano de pasajeros por vía terrestre
H	Transporte y almacenamiento	492	Otras actividades de transporte por vía terrestre	4922	Otras actividades de transporte de pasajeros por vía terrestre
H	Transporte y almacenamiento	492	Otras actividades de transporte por vía terrestre	4923	Transporte de carga por carretera
H	Transporte y almacenamiento	493	Transporte por tuberías	4930	Transporte por tuberías
H	Transporte y almacenamiento	501	Transporte marítimo y de cabotaje	5011	Transporte de pasajeros marítimo y de cabotaje
H	Transporte y almacenamiento	501	Transporte marítimo y de cabotaje	5012	Transporte de carga marítimo y de cabotaje
H	Transporte y almacenamiento	502	Transporte por vías de navegación interiores	5021	Transporte de pasajeros por vías de navegación interiores
H	Transporte y almacenamiento	502	Transporte por vías de navegación interiores	5022	Transporte de carga por vías de navegación interiores
H	Transporte y almacenamiento	511	Transporte de pasajeros por vía aérea	5110	Transporte de pasajeros por vía aérea
H	Transporte y almacenamiento	512	Transporte de carga por vía aérea	5120	Transporte de carga por vía aérea
H	Transporte y almacenamiento	521	Almacenamiento y depósito	5210	Almacenamiento y depósito
H	Transporte y almacenamiento	522	Actividades de apoyo al transporte	5221	Actividades de servicios vinculadas al transporte terrestre
H	Transporte y almacenamiento	522	Actividades de apoyo al transporte	5222	Actividades de servicios vinculadas al transporte acuático
H	Transporte y almacenamiento	522	Actividades de apoyo al transporte	5223	Actividades de servicios vinculadas al transporte aéreo
H	Transporte y almacenamiento	522	Actividades de apoyo al transporte	5224	Manipulación de la carga
H	Transporte y almacenamiento	522	Actividades de apoyo al transporte	5229	Otras actividades de apoyo al transporte
H	Transporte y almacenamiento	531	Actividades postales	5310	Actividades postales
H	Transporte y almacenamiento	532	Actividades de mensajería	5320	Actividades de mensajería
I	Actividades de alojamiento y de servicio de comidas	551	Actividades de alojamiento para estancias cortas	5510	Actividades de alojamiento para estancias cortas
I	Actividades de alojamiento y de servicio de comidas	552	Actividades de campamentos, parques de vehículos de recreo y parques de caravanas	5520	Actividades de campamentos, parques de vehículos de recreo y parques de caravanas
I	Actividades de alojamiento y de servicio de comidas	559	Otras actividades de alojamiento	5590	Otras actividades de alojamiento
I	Actividades de alojamiento y de servicio de comidas	561	Actividades de restaurantes y de servicio móvil de comidas	5610	Actividades de restaurantes y de servicio móvil de comidas
I	Actividades de alojamiento y de servicio de comidas	562	Suministro de comidas por encargo y otras actividades de servicio de comidas	5621	Suministro de comidas por encargo
I	Actividades de alojamiento y de servicio de comidas	562	Suministro de comidas por encargo y otras actividades de servicio de comidas	5629	Otras actividades de servicio de comidas
I	Actividades de alojamiento y de servicio de comidas	563	Actividades de servicio de bebidas	5630	Actividades de servicio de bebidas
J	Información y comunicaciones	581	Edición de libros y publicaciones periódicas y otras actividades de edición	5811	Edición de libros
J	Información y comunicaciones	581	Edición de libros y publicaciones periódicas y otras actividades de edición	5812	Edición de directorios y listas de correo
J	Información y comunicaciones	581	Edición de libros y publicaciones periódicas y otras actividades de edición	5813	Edición de periódicos, revistas y otras publicaciones periódicas
J	Información y comunicaciones	581	Edición de libros y publicaciones periódicas y otras actividades de edición	5819	Otras actividades de edición
J	Información y comunicaciones	582	Edición de programas informáticos	5820	Edición de programas informáticos
J	Información y comunicaciones	591	Actividades de producción de películas cinematográficas, videos y programas de televisión	5911	Actividades de producción de películas cinematográficas, videos y programas de televisión
J	Información y comunicaciones	591	Actividades de producción de películas cinematográficas, videos y programas de televisión	5912	Actividades de postproducción de películas cinematográficas, videos y programas de televisión
J	Información y comunicaciones	591	Actividades de producción de películas cinematográficas, videos y programas de televisión	5913	Actividades de distribución de películas cinematográficas, videos y programas de televisión
J	Información y comunicaciones	591	Actividades de producción de películas cinematográficas, videos y programas de televisión	5914	Actividades de exhibición de películas cinematográficas y cintas de video
J	Información y comunicaciones	592	Actividades de grabación de sonido y edición de música	5920	Actividades de grabación de sonido y edición de música
J	Información y comunicaciones	601	Transmisiones de radio	6010	Transmisiones de radio
J	Información y comunicaciones	602	Programación y transmisiones de televisión	6020	Programación y transmisiones de televisión
J	Información y comunicaciones	611	Actividades de telecomunicaciones alámbricas	6110	Actividades de telecomunicaciones alámbricas
J	Información y comunicaciones	612	Actividades de telecomunicaciones inalámbricas	6120	Actividades de telecomunicaciones inalámbricas
J	Información y comunicaciones	613	Actividades de telecomunicaciones por satélite	6130	Actividades de telecomunicaciones por satélite
J	Información y comunicaciones	619	Otras actividades de telecomunicaciones	6190	Otras actividades de telecomunicaciones
J	Información y comunicaciones	620	Actividades de programación informática, consultoría informática y actividades conexas	6201	Actividades de programación informática
J	Información y comunicaciones	620	Actividades de programación informática, consultoría informática y actividades conexas	6202	Actividades de consultoría de informática y de gestión de instalaciones informáticas
J	Información y comunicaciones	620	Actividades de programación informática, consultoría informática y actividades conexas	6209	Otras actividades de tecnología de la información y de servicios informáticos
J	Información y comunicaciones	631	Procesamiento de datos, hospedaje y actividades conexas; portales web	6311	Procesamiento de datos, hospedaje y actividades conexas
J	Información y comunicaciones	631	Procesamiento de datos, hospedaje y actividades conexas; portales web	6312	Portales web
J	Información y comunicaciones	639	Otras actividades de servicios de información	6391	Actividades de agencias de noticias
J	Información y comunicaciones	639	Otras actividades de servicios de información	6399	Otras actividades de servicios de información n.c.p.
K	Actividades financieras y de seguros	641	Intermediación monetaria	6411	Banca central
K	Actividades financieras y de seguros	641	Intermediación monetaria	6419	Otros tipos de intermediación monetaria
K	Actividades financieras y de seguros	642	Actividades de sociedades de cartera	6420	Actividades de sociedades de cartera
K	Actividades financieras y de seguros	643	Fondos y sociedades de inversión y entidades financieras similares	6430	Fondos y sociedades de inversión y entidades financieras similares
K	Actividades financieras y de seguros	649	Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones	6491	Leasing financiero
K	Actividades financieras y de seguros	649	Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones	6492	Otras actividades de concesión de crédito
K	Actividades financieras y de seguros	649	Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones	6499	Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones n.c.p.
K	Actividades financieras y de seguros	651	Seguros	6511	Seguros de vida
K	Actividades financieras y de seguros	651	Seguros	6512	Seguros generales
K	Actividades financieras y de seguros	652	Reaseguros	6520	Reaseguros
K	Actividades financieras y de seguros	653	Fondos de pensiones	6530	Fondos de pensiones
K	Actividades financieras y de seguros	661	Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y fondos de pensiones	6611	Administración de mercados financieros
K	Actividades financieras y de seguros	661	Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y fondos de pensiones	6612	Corretaje de valores y de contratos de productos básicos
K	Actividades financieras y de seguros	661	Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y fondos de pensiones	6619	Otras actividades auxiliares de las actividades de servicios financieros
K	Actividades financieras y de seguros	662	Actividades auxiliares de las actividades de seguros y fondos de pensiones	6621	Evaluación de riesgos y daños
K	Actividades financieras y de seguros	662	Actividades auxiliares de las actividades de seguros y fondos de pensiones	6622	Actividades de agentes y corredores de seguros
K	Actividades financieras y de seguros	662	Actividades auxiliares de las actividades de seguros y fondos de pensiones	6629	Otras actividades auxiliares de las actividades de seguros y fondos de pensiones
K	Actividades financieras y de seguros	663	Actividades de gestión de fondos	6630	Actividades de gestión de fondos
L	Actividades inmobiliarias	681	Actividades inmobiliarias realizadas con bienes propios o arrendados	6810	Actividades inmobiliarias realizadas con bienes propios o arrendados
L	Actividades inmobiliarias	682	Actividades inmobiliarias realizadas a cambio de una retribución o por contrata	6820	Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
M	Actividades profesionales, científicas y técnicas	691	Actividades jurídicas	6910	Actividades jurídicas
M	Actividades profesionales, científicas y técnicas	692	Actividades de contabilidad, teneduría de libros y auditoría; consultoría fiscal	6920	Actividades de contabilidad, teneduría de libros y auditoría; consultoría fiscal
M	Actividades profesionales, científicas y técnicas	701	Actividades de oficinas principales	7010	Actividades de oficinas principales
M	Actividades profesionales, científicas y técnicas	702	Actividades de consultoría de gestión	7020	Actividades de consultoría de gestión
M	Actividades profesionales, científicas y técnicas	711	Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica	7110	Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica
M	Actividades profesionales, científicas y técnicas	712	Ensayos y análisis técnicos	7120	Ensayos y análisis técnicos
M	Actividades profesionales, científicas y técnicas	721	Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería	7210	Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería
M	Actividades profesionales, científicas y técnicas	722	Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades	7220	Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades
M	Actividades profesionales, científicas y técnicas	731	Publicidad	7310	Publicidad
M	Actividades profesionales, científicas y técnicas	732	Estudios de mercado y encuestas de opinión pública	7320	Estudios de mercado y encuestas de opinión pública
M	Actividades profesionales, científicas y técnicas	741	Actividades especializadas de diseño	7410	Actividades especializadas de diseño
M	Actividades profesionales, científicas y técnicas	742	Actividades de fotografía	7420	Actividades de fotografía
M	Actividades profesionales, científicas y técnicas	749	Otras actividades profesionales, científicas y técnicas n.c.p.	7490	Otras actividades profesionales, científicas y técnicas n.c.p.
M	Actividades profesionales, científicas y técnicas	750	Actividades veterinarias	7500	Actividades veterinarias
N	Actividades de servicios administrativos y de apoyo	771	Alquiler y arrendamiento de vehículos automotores	7710	Alquiler y arrendamiento de vehículos automotores
N	Actividades de servicios administrativos y de apoyo	772	Alquiler y arrendamiento de efectos personales y enseres domésticos	7721	Alquiler y arrendamiento de equipo recreativo y deportivo
N	Actividades de servicios administrativos y de apoyo	772	Alquiler y arrendamiento de efectos personales y enseres domésticos	7722	Alquiler de cintas de video y discos
N	Actividades de servicios administrativos y de apoyo	772	Alquiler y arrendamiento de efectos personales y enseres domésticos	7729	Alquiler y arrendamiento de otros efectos personales y enseres domésticos
N	Actividades de servicios administrativos y de apoyo	773	Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles	7730	Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles
N	Actividades de servicios administrativos y de apoyo	774	Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor	7740	Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor
N	Actividades de servicios administrativos y de apoyo	781	Actividades de agencias de empleo	7810	Actividades de agencias de empleo
N	Actividades de servicios administrativos y de apoyo	782	Actividades de agencias de empleo temporal	7820	Actividades de agencias de empleo temporal
N	Actividades de servicios administrativos y de apoyo	783	Otras actividades de dotación de recursos humanos	7830	Otras actividades de dotación de recursos humanos
N	Actividades de servicios administrativos y de apoyo	791	Actividades de agencias de viajes y operadores turísticos	7911	Actividades de agencias de viajes
N	Actividades de servicios administrativos y de apoyo	791	Actividades de agencias de viajes y operadores turísticos	7912	Actividades de operadores turísticos
N	Actividades de servicios administrativos y de apoyo	799	Otros servicios de reservas y actividades conexas	7990	Otros servicios de reservas y actividades conexas
N	Actividades de servicios administrativos y de apoyo	801	Actividades de seguridad privada	8010	Actividades de seguridad privada
N	Actividades de servicios administrativos y de apoyo	802	Actividades de servicios de sistemas de seguridad	8020	Actividades de servicios de sistemas de seguridad
N	Actividades de servicios administrativos y de apoyo	803	Actividades de investigación	8030	Actividades de investigación
N	Actividades de servicios administrativos y de apoyo	811	Actividades combinadas de apoyo a instalaciones	8110	Actividades combinadas de apoyo a instalaciones
N	Actividades de servicios administrativos y de apoyo	812	Actividades de limpieza	8121	Limpieza general de edificios
N	Actividades de servicios administrativos y de apoyo	812	Actividades de limpieza	8129	Otras actividades de limpieza de edificios e instalaciones industriales
N	Actividades de servicios administrativos y de apoyo	813	Actividades de paisajismo y servicios de mantenimiento conexos	8130	Actividades de paisajismo y servicios de mantenimiento conexos
N	Actividades de servicios administrativos y de apoyo	821	Actividades administrativas y de apoyo de oficina	8211	Actividades combinadas de servicios administrativos de oficina
N	Actividades de servicios administrativos y de apoyo	821	Actividades administrativas y de apoyo de oficina	8219	Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina
N	Actividades de servicios administrativos y de apoyo	822	Actividades de call-center	8220	Actividades de call-center
N	Actividades de servicios administrativos y de apoyo	823	Organización de convenciones y exposiciones comerciales	8230	Organización de convenciones y exposiciones comerciales
N	Actividades de servicios administrativos y de apoyo	829	Actividades de servicios de apoyo a las empresas n.c.p.	8291	Actividades de agencias de cobro y agencias de calificación crediticia
N	Actividades de servicios administrativos y de apoyo	829	Actividades de servicios de apoyo a las empresas n.c.p.	8292	Actividades de envasado y empaquetado
N	Actividades de servicios administrativos y de apoyo	829	Actividades de servicios de apoyo a las empresas n.c.p.	8299	Otras actividades de servicios de apoyo a las empresas n.c.p.
O	Administración pública y defensa; planes de seguridad social de afiliación obligatoria	841	Administración del Estado y aplicación de la política económica y social de la comunidad	8411	Actividades de la administración pública en general
O	Administración pública y defensa; planes de seguridad social de afiliación obligatoria	841	Administración del Estado y aplicación de la política económica y social de la comunidad	8412	Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social
O	Administración pública y defensa; planes de seguridad social de afiliación obligatoria	841	Administración del Estado y aplicación de la política económica y social de la comunidad	8413	Regulación y facilitación de la actividad económica
O	Administración pública y defensa; planes de seguridad social de afiliación obligatoria	842	Prestación de servicios a la comunidad en general	8421	Relaciones exteriores
O	Administración pública y defensa; planes de seguridad social de afiliación obligatoria	842	Prestación de servicios a la comunidad en general	8422	Actividades de defensa
O	Administración pública y defensa; planes de seguridad social de afiliación obligatoria	842	Prestación de servicios a la comunidad en general	8423	Actividades de mantenimiento del orden público y de seguridad
O	Administración pública y defensa; planes de seguridad social de afiliación obligatoria	843	Actividades de planes de seguridad social de afiliación obligatoria	8430	Actividades de planes de seguridad social de afiliación obligatoria
P	Enseñanza	850	Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional pública y privada	8500	Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional pública y privada
P	Enseñanza	853	Enseñanza superior	8531	Enseñanza superior en universidades
P	Enseñanza	853	Enseñanza superior	8532	Enseñanza superior, excepto en universidades
P	Enseñanza	854	Otros tipos de enseñanza	8541	Enseñanza deportiva y recreativa
P	Enseñanza	854	Otros tipos de enseñanza	8542	Enseñanza cultural
P	Enseñanza	854	Otros tipos de enseñanza	8549	Otros tipos de enseñanza n.c.p.
P	Enseñanza	855	Actividades de apoyo a la enseñanza	8550	Actividades de apoyo a la enseñanza
Q	Actividades de atención de la salud humana y de asistencia social	861	Actividades de hospitales públicos y privados	8610	Actividades de hospitales públicos y privados
Q	Actividades de atención de la salud humana y de asistencia social	862	Actividades de médicos y odontólogos	8620	Actividades de médicos y odontólogos
Q	Actividades de atención de la salud humana y de asistencia social	869	Otras actividades de atención de la salud humana	8690	Otras actividades de atención de la salud humana
Q	Actividades de atención de la salud humana y de asistencia social	871	Actividades de atención de enfermería en instituciones	8710	Actividades de atención de enfermería en instituciones
Q	Actividades de atención de la salud humana y de asistencia social	872	Actividades de atención en instituciones para personas con discapacidad mental y toxicómanos	8720	Actividades de atención en instituciones para personas con discapacidad mental y toxicómanos
Q	Actividades de atención de la salud humana y de asistencia social	873	Actividades de atención en instituciones para personas de edad y personas con discapacidad	8730	Actividades de atención en instituciones para personas de edad y personas con discapacidad
Q	Actividades de atención de la salud humana y de asistencia social	879	Otras actividades de atención en instituciones	8790	Otras actividades de atención en instituciones
Q	Actividades de atención de la salud humana y de asistencia social	881	Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad	8810	Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad
Q	Actividades de atención de la salud humana y de asistencia social	889	Otras actividades de asistencia social sin alojamiento	8890	Otras actividades de asistencia social sin alojamiento
R	Actividades artísticas, de entretenimiento y recreativas	900	Actividades creativas, artísticas y de entretenimiento	9000	Actividades creativas, artísticas y de entretenimiento
R	Actividades artísticas, de entretenimiento y recreativas	910	Actividades de bibliotecas, archivos y museos y otras actividades culturales	9101	Actividades de bibliotecas y archivos
R	Actividades artísticas, de entretenimiento y recreativas	910	Actividades de bibliotecas, archivos y museos y otras actividades culturales	9102	Actividades de museos, gestión de lugares y edificios históricos
R	Actividades artísticas, de entretenimiento y recreativas	910	Actividades de bibliotecas, archivos y museos y otras actividades culturales	9103	Actividades de jardines botánicos, zoológicos y reservas naturales
R	Actividades artísticas, de entretenimiento y recreativas	920	Actividades de juegos de azar y apuestas	9200	Actividades de juegos de azar y apuestas
R	Actividades artísticas, de entretenimiento y recreativas	931	Actividades deportivas	9311	Gestión de instalaciones deportivas
R	Actividades artísticas, de entretenimiento y recreativas	931	Actividades deportivas	9312	Actividades de clubes deportivos
R	Actividades artísticas, de entretenimiento y recreativas	931	Actividades deportivas	9319	Otras actividades deportivas
R	Actividades artísticas, de entretenimiento y recreativas	932	Otras actividades de esparcimiento y recreativas	9321	Actividades de parques de atracciones y parques temáticos
R	Actividades artísticas, de entretenimiento y recreativas	932	Otras actividades de esparcimiento y recreativas	9329	Otras actividades de esparcimiento y recreativas n.c.p.
S	Otras actividades de servicios	941	Actividades de asociaciones empresariales, profesionales y de empleadores	9411	Actividades de asociaciones empresariales y de empleadores
S	Otras actividades de servicios	941	Actividades de asociaciones empresariales, profesionales y de empleadores	9412	Actividades de asociaciones profesionales
S	Otras actividades de servicios	942	Actividades de sindicatos	9420	Actividades de sindicatos
S	Otras actividades de servicios	949	Actividades de otras asociaciones	9491	Actividades de organizaciones religiosas
S	Otras actividades de servicios	949	Actividades de otras asociaciones	9492	Actividades de organizaciones políticas
S	Otras actividades de servicios	949	Actividades de otras asociaciones	9499	Actividades de otras asociaciones n.c.p.
S	Otras actividades de servicios	951	Reparación de computadores y equipo de comunicaciones	9511	Reparación de computadores y equipo periférico
S	Otras actividades de servicios	951	Reparación de computadores y equipo de comunicaciones	9512	Reparación de equipo de comunicaciones
S	Otras actividades de servicios	952	Reparación de efectos personales y enseres domésticos	9521	Reparación de aparatos electrónicos de consumo
S	Otras actividades de servicios	952	Reparación de efectos personales y enseres domésticos	9522	Reparación de aparatos de uso doméstico, equipo doméstico y de jardinería
S	Otras actividades de servicios	952	Reparación de efectos personales y enseres domésticos	9523	Reparación de calzado y de artículos de cuero
S	Otras actividades de servicios	952	Reparación de efectos personales y enseres domésticos	9524	Reparación de muebles y accesorios domésticos
S	Otras actividades de servicios	952	Reparación de efectos personales y enseres domésticos	9529	Reparación de otros efectos personales y enseres domésticos
S	Otras actividades de servicios	960	Otras actividades de servicios personales	9601	Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel
S	Otras actividades de servicios	960	Otras actividades de servicios personales	9602	Peluquería y otros tratamientos de belleza
S	Otras actividades de servicios	960	Otras actividades de servicios personales	9603	Pompas fúnebres y actividades conexas
S	Otras actividades de servicios	960	Otras actividades de servicios personales	9609	Otras actividades de servicios personales n.c.p.
T	Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio	970	Actividades de los hogares como empleadores de personal doméstico	9700	Actividades de los hogares como empleadores de personal doméstico
T	Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio	981	Actividades no diferenciadas de los hogares como productores de bienes para uso propio	9810	Actividades no diferenciadas de los hogares como productores de bienes para uso propio
T	Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio	982	Actividades no diferenciadas de los hogares como productores de servicios para uso propio	9820	Actividades no diferenciadas de los hogares como productores de servicios para uso propio
U	Actividades de organizaciones y órganos extraterritoriales	990	Actividades de organizaciones y órganos extraterritoriales	9900	Actividades de organizaciones y órganos extraterritoriales
